environment	sel	parentalACC	gen	acc23	temp	line	replicate	sex	development time	development rate	tibia lenght	growth rate	survival									
variable	inter	fromCOLD	20	yes	23	25	20yes2325a	m			7.5	0.566037736										
variable	inter	fromHOT	20	no	23	26	20no2326a	f	11.67	0.0857	6.4	0.548571413	0.6									
variable	inter	fromHOT	20	no	23	26	20no2326a	m			7.2	0.61714284										
variable	inter	fromHOT	20	yes	23	26	20yes2326a	f	13.00	0.0769	6.45	0.496153846	0.5									
variable	inter	fromHOT	20	yes	23	26	20yes2326a	m			7.05	0.542307692										
variable	inter	fromHOT	20	yes	23	27	20yes2327a	f	12.70	0.0787	6.3	0.496062992	1									
variable	inter	fromHOT	20	yes	23	27	20yes2327a	m			7.7	0.606299213										
variable	inter	fromCOLD	20	no	23	28	20no2328a	f	12.40	0.0806	6.5	0.524193548	0.5									
variable	inter	fromCOLD	20	no	23	28	20no2328a	m			7.8	0.629032258										
variable	inter	fromCOLD	20	yes	23	28	20yes2328a	f	13.40	0.0746	6.8	0.507462687	0.5									
variable	inter	fromCOLD	20	yes	23	28	20yes2328a	m			7.45	0.555970149										
variable	inter	fromHOT	20	no	23	29	20no2329a	f	12.00	0.0833	6.5	0.541666667	0.4									
variable	inter	fromHOT	20	no	23	29	20no2329a	m			7	0.583333333										
variable	inter	fromHOT	20	yes	23	29	20yes2329a	f	13.63	0.0734	6.45	0.473394495	0.8									
variable	inter	fromHOT	20	yes	23	29	20yes2329a	m			7.2	0.528440367										
variable	inter	fromCOLD	20	no	23	30	20no2330a	f	12.40	0.0806	6.4	0.516129032	0.5									
variable	inter	fromCOLD	20	no	23	30	20no2330a	m			6.9	0.556451613										
variable	inter	fromCOLD	20	yes	23	30	20yes2330a	f	13.22	0.0756	6.4	0.484033622	0.9									
variable	inter	fromCOLD	20	yes	23	30	20yes2330a	m			7.35	0.555882362										
variable	inter	fromCOLD	20	no	23	31	20no2331a	f	12.43	0.0805	6.5	0.522988524	0.7									
variable	inter	fromCOLD	20	no	23	31	20no2331a	m			7.55	0.607471285										
variable	inter	fromCOLD	20	yes	23	31	20yes231231a	f	12.50	0.0800			0.2									
variable	inter	fromCOLD	20	yes	23	31	20yes2331a	f	14.20	0.0704	6.4	0.450704225	1									
variable	inter	fromCOLD	20	yes	23	31	20yes2331a	m			7.55	0.531690141										
variable	inter	fromHOT	20	no	23	32	20no2332b	f	12.00	0.0833	5.8	0.483333333										
variable	inter	fromHOT	20	no	23	32	20no2332a	f	12.50	0.0800	6.4	0.512	0.4									
variable	inter	fromHOT	20	no	23	32	20no2332b	m			6.65	0.554166667										
variable	inter	fromHOT	20	no	23	32	20no2332a	m			7	0.56										
variable	inter	fromHOT	20	yes	23	32	20yes2332a	f	13.00	0.0769	6.6	0.507692308	0.9									
variable	inter	fromHOT	20	yes	23	32	20yes2332a	m			7.45	0.573076923										
variable	intra		20	no	23	17	20no2317a	f	12.80	0.0781	6.45	0.50390625	0.5									
variable	intra		20	no	23	17	20no2317a	m			7.4	0.578125										
variable	intra		20	yes	23	17	20yes2317a	f	12.71	0.0787	6.433333	0.505992472	0.7									
variable	intra		20	yes	23	17	20yes2317b	f	13.00	0.0769	6.6	0.507692308	0.8									
variable	intra		20	yes	23	17	20yes2317b	m			7.35	0.565384615										
variable	intra		20	yes	23	17	20yes2317a	m			7.4	0.582022459										
variable	intra		20	no	23	19	20no2319a	f	13.55	0.0738	6.4	0.472483206	1									
variable	intra		20	no	23	19	20no2319a	m			7.3	0.538926156										
variable	intra		20	yes	23	19	20yes2319a	f	14.00	0.0714	6.15	0.439285714	0.4									
variable	intra		20	yes	23	19	20yes2319b	f	13.20	0.0758	5.966667	0.452020227	0.5									
variable	intra		20	yes	23	19	20yes2319a	m			7	0.5										
variable	intra		20	yes	23	19	20yes2319b	m			6.9	0.522727273										
variable	intra		20	no	23	22	20no2322a	f	12.88	0.0777	6.3	0.489320388	0.8									
variable	intra		20	no	23	22	20no2322a	m			7.2	0.559223301										
variable	intra		20	yes	23	22	20yes2322b	f	13.56	0.0738	6.5	0.479508181	0.9									
variable	intra		20	yes	23	22	20yes2322a	f	14.40	0.0694	6.5	0.451388889	1									
variable	intra		20	yes	23	22	20yes2322a	m			7.4	0.513888889										
variable	intra		20	yes	23	22	20yes2322b	m			7.45	0.549590146										
variable	intra		20	no	23	23	20no2323a	f	13.80	0.0725			0.5									
variable	intra		20	no	23	23	20no2323a	m			6.95	0.503623188										
variable	intra		20	yes	23	23	20yes2323a	f	13.50	0.0741	5.35	0.396296296	0.6									
variable	intra		20	yes	23	23	20yes2323b	f	12.57	0.0795	6.466667	0.514393948	0.7									
variable	intra		20	yes	23	23	20yes2323a	m			6.95	0.514814815										
variable	intra		20	yes	23	23	20yes2323b	m			6.7	0.532954527										
variable	intra		20	no	23	24	20no2324a	f	13.10	0.0763	6.7	0.511450382	1									
variable	intra		20	no	23	24	20no2324a	m			7.4	0.564885496										
variable	intra		20	yes	23	24	20yes2324b	f	13.00	0.0769	6.15	0.473076923	0.7									
variable	intra		20	yes	23	24	20yes2324a	f	13.40	0.0746	6	0.447761194	1									
variable	intra		20	yes	23	24	20yes2324a	m			6.95	0.518656716										
variable	intra		20	yes	23	24	20yes2324b	m			7.45	0.573076923										
constant	cold		20	no	31	9	20no319a	f	9.50	0.1053	6.2	0.652631579	0.2									
constant	cold		20	no	31	9	20no319c	f	9.17	0.1091	6.1	0.665454521	0.6									
constant	cold		20	yes	31	9	20yes319a	f	9.00	0.1111			0.4									
constant	cold		20	yes	31	9	20yes319d	f	8.80	0.1136	6.1	0.693181818	0.5									
constant	cold		20	yes	31	9	20yes319c	f	8.80	0.1136			0.5									
constant	cold		20	yes	31	9	20yes319b	f	9.00	0.1111			0.8									
constant	cold		20	yes	31	9	20yes319d	m			6.4	0.727272727										
constant	cold		20	no	31	10	20no3110a	f	8.56	0.1169	6.2	0.724675287	0.9									
constant	cold		20	no	31	10	20no3110a	m			7.05	0.824025931										
constant	cold		20	yes	31	10	20yes3110c	f	9.00	0.1111			0.5									
constant	cold		20	yes	31	10	20yes3110d	f	9.29	0.1077	5.9	0.635384635	0.7									
constant	cold		20	yes	31	10	20yes3110a	f	8.22	0.1216			0.9									
constant	cold		20	yes	31	10	20yes3110b	f	8.40	0.1190			1									
constant	cold		20	yes	31	10	20yes3110d	m			6.4	0.68923079										
constant	cold		20	no	31	11	20no3111a	f	8.71	0.1148	6.3	0.722950796	0.7									
constant	cold		20	no	31	11	20no3111a	m			6	0.688524568										
constant	cold		20	yes	31	11	20yes3111b	f	8.80	0.1136			0.5									
constant	cold		20	yes	31	11	20yes3111d	f	10.00	0.1000	6.2	0.62	0.7									
constant	cold		20	yes	31	11	20yes3111a	f	9.00	0.1111			0.8									
constant	cold		20	yes	31	11	20yes3111c	f	9.33	0.1071			0.9									
constant	cold		20	yes	31	11	20yes3111d	m			6.8	0.68										
constant	cold		20	no	31	12	20no3112a	f	8.78	0.1139			0.9									
constant	cold		20	no	31	12	20no3112a	m			6.5	0.74050631										
constant	cold		20	yes	31	12	20yes3112a	f	9.50	0.1053	6.5	0.684210526	0.2									
constant	cold		20	yes	31	12	20yes3112b	f	9.17	0.1091			0.6									
constant	cold		20	no	31	14	20no3114a	f	9.00	0.1111	5.5	0.611111111	0.5									
constant	cold		20	yes	31	14	20yes3114a	f	8.20	0.1220			0.5									
constant	cold		20	no	31	15	20no3115a	f	8.50	0.1176	5.9	0.694117647	0.4									
constant	cold		20	no	31	15	20no3115a	m			6.25	0.735294118										
constant	cold		20	yes	31	15	20yes3115a	f	8.67	0.1154			0.3									
constant	cold		20	yes	31	15	20yes3115ai	f	8.25	0.1212			0.4									
constant	cold		20	yes	31	15	20yes3115b	f	8.78	0.1139	6.341667	0.722468374	0.9									
constant	cold		20	yes	31	15	20yes3115c	f	8.90	0.1124	6.05	0.679775281	1									
constant	cold		20	no	31	16	20no3116a	f	9.13	0.1096	6.8	0.745205479	0.8									
constant	cold		20	no	31	16	20no3116a	m			6.9	0.756164384										
constant	cold		20	yes	31	16	20yes3116d	f	9.25	0.1081	6.225	0.672972973	0.4									
constant	cold		20	yes	31	16	20yes3116b	f	9.60	0.1042			0.5									
constant	cold		20	yes	31	16	20yes3116a	f	9.50	0.1053			0.6									
constant	cold		20	yes	31	16	20yes3116c	f	9.17	0.1091			0.6									
constant	cold		20	yes	31	16	20yes3116d	m			6.55	0.708108108										
constant	hot		20	no	31	1	20no311a	f	8.57	0.1167	5.75	0.6708333	0.7									
constant	hot		20	no	31	1	20no311b	f	8.67	0.1154	6.05	0.698076896	0.9									
constant	hot		20	no	31	1	20no311b	m			6.65	0.767307663										
constant	hot		20	no	31	1	20no311a	m			6.7	0.781666628										
constant	hot		20	yes	31	1	20yes311d	f			5.5											
constant	hot		20	yes	31	1	20yes311a	f	8.71	0.1148	5.95	0.682786863	0.7									
constant	hot		20	yes	31	1	20yes311a	m			6.65	0.763114729										
constant	hot		20	no	31	2	20no312b	f	9.14	0.1094	6.05	0.66171876	0.7									
constant	hot		20	no	31	2	20no312a	f	8.88	0.1127	5.95	0.670422535	0.8									
constant	hot		20	no	31	2	20no312b	m			6.4	0.700000011										
constant	hot		20	no	31	2	20no312a	m			6.75	0.76056338										
constant	hot		20	yes	31	2	20yes312a	f	8.33	0.1200	5.85	0.702000028	0.6									
constant	hot		20	yes	31	2	20yes312a	m			6.75	0.810000032										
constant	hot		20	no	31	3	20no313a	f	9.00	0.1111	6.175	0.686111111	0.666666667									
constant	hot		20	no	31	3	20no313b	f	9.10	0.1099	6.2	0.681318681	1									
constant	hot		20	no	31	3	20no313b	m			6.8	0.747252747										
constant	hot		20	yes	31	3	20yes313a	f	8.88	0.1127	6.1	0.687323944	0.8									
constant	hot		20	yes	31	3	20yes313a	m			6.9	0.777464789										
constant	hot		20	no	31	4	20no314a	f	8.60	0.1163	5.95	0.691860465	1									
constant	hot		20	no	31	4	20no314a	m			6.4	0.744186047										
constant	hot		20	yes	31	4	20yes314d	f			6.5											
constant	hot		20	yes	31	4	20yes314a	f	8.90	0.1124	6.05	0.679775281	1									
constant	hot		20	yes	31	4	20yes314a	m			6.8	0.764044944										
constant	hot		20	no	31	5	20no315a	f	9.00	0.1111	5.8	0.644444444	0.7									
constant	hot		20	no	31	5	20no315a	m			6.6	0.733333333										
constant	hot		20	yes	31	5	20yes315a	f	8.78	0.1139	5.9	0.672151882	0.9									
constant	hot		20	yes	31	5	20yes315a	m			6.65	0.757594918										
constant	hot		20	no	31	6	20no316a	f	9.13	0.1096	6.2	0.679452055	0.8									
constant	hot		20	no	31	6	20no316a	m			6.55	0.717808219										
constant	hot		20	yes	31	6	20yes316a	f	9.00	0.1111	6	0.666666667	0.8									
constant	hot		20	yes	31	6	20yes316a	m			6.85	0.761111111										
constant	hot		20	no	31	7	20no317b	f	9.25	0.1081	6.45	0.697297297	0.8									
constant	hot		20	no	31	7	20no317a	f	8.78	0.1139	6.35	0.723417703	0.9									
constant	hot		20	no	31	7	20no317b	m			6.85	0.740540541										
constant	hot		20	no	31	7	20no317a	m			6.6	0.751898715										
constant	hot		20	yes	31	7	20yes317d	f			6.533333											
constant	hot		20	yes	31	7	20yes317a	f	9.00	0.1111	6.05	0.672222222	1									
constant	hot		20	yes	31	7	20yes317a	m			6.65	0.738888889										
constant	hot		20	no	31	8	20no318a	f	8.75	0.1143	6.3	0.72	0.5									
constant	hot		20	no	31	8	20no318b	f	8.67	0.1154	6	0.692307666	0.6									
constant	hot		20	no	31	8	20no318a	m			6.833333	0.780952343										
constant	hot		20	no	31	8	20no318b	m			7	0.807692277										
constant	hot		20	yes	31	8	20yes318a	f	8.80	0.1136	6.1	0.693181818	0.5									
constant	hot		20	yes	31	8	20yes318a	m			6.55	0.744318182										
variable	inter	fromCOLD	20	no	31	25	20no3125a	f	9.17	0.1091	5.6	0.610909069	0.6									
variable	inter	fromCOLD	20	yes	31	25	20yes3125a	f	9.22	0.1084	6.15	0.666867486	0.9									
variable	inter	fromCOLD	20	yes	31	25	20yes3125a	m			6.65	0.721084355										
variable	inter	fromHOT	20	no	31	26	20no3126a	f	8.67	0.1154	6.1	0.703846127	0.6									
variable	inter	fromHOT	20	no	31	26	20no3126b	m			7.2											
variable	inter	fromHOT	20	yes	31	26	20yes3126b	f	10.00	0.1000												
variable	inter	fromHOT	20	yes	31	26	20yes3126a	f	10.00	0.1000			0.4									
variable	inter	fromHOT	20	yes	31	26	20yes3126a	m			6.6	0.66										
variable	inter	fromHOT	20	no	31	27	20no3127a	f	9.00	0.1111			0.5									
variable	inter	fromHOT	20	no	31	27	20no3127a	m			6.5	0.722222222										
variable	inter	fromHOT	20	yes	31	27	20yes3127a	f	9.67	0.1034	6.3	0.651724115	0.9									
variable	inter	fromHOT	20	yes	31	27	20yes3127a	m			6.5	0.67241377										
variable	inter	fromCOLD	20	no	31	28	20no3128b	f	9.00	0.1111	5.6	0.622222222	0.2									
variable	inter	fromCOLD	20	no	31	28	20no3128a	f	9.00	0.1111			1									
variable	inter	fromCOLD	20	no	31	28	20no3128b	m			6	0.666666667										
variable	inter	fromCOLD	20	no	31	28	20no3128a	m			6.4	0.711111111										
variable	inter	fromCOLD	20	yes	31	28	20yes3128a	f	9.00	0.1111	5.9	0.655555556	0.6									
variable	inter	fromCOLD	20	yes	31	28	20yes3128a	m			6.35	0.705555556										
variable	inter	fromHOT	20	no	31	29	20no3129a	f	8.60	0.1163	5.7	0.662790698	0.5									
variable	inter	fromHOT	20	no	31	29	20no3129a	m			6.5	0.755813953										
variable	inter	fromHOT	20	yes	31	29	20yes3129a	f	9.25	0.1081	6	0.648648649	0.8									
variable	inter	fromHOT	20	yes	31	29	20yes3129a	m			6.45	0.697297297										
variable	inter	fromCOLD	20	no	31	30	20no3130a	f	9.20	0.1087	5.9	0.641304348	0.5									
variable	inter	fromCOLD	20	yes	31	30	20yes3130a	f	10.00	0.1000	5	0.5	0.7									
variable	inter	fromCOLD	20	yes	31	30	20yes3130a	m			6.05	0.605										
variable	inter	fromCOLD	20	no	31	31	20no3131a	f	8.78	0.1139	5.95	0.677848084	0.9									
variable	inter	fromCOLD	20	no	31	31	20no3131a	m			7.2	0.820253144										
variable	inter	fromCOLD	20	yes	31	31	20yes3131a	f	9.17	0.1091	6.15	0.670909067	0.6									
variable	inter	fromCOLD	20	yes	31	31	20yes3131a	m			7.1	0.774545426										
variable	inter	fromHOT	20	no	31	32	20no3132a	f	9.11	0.1098	5.95	0.653048788	0.9									
variable	inter	fromHOT	20	no	31	32	20no3132a	m			6.6	0.724390253										
variable	inter	fromHOT	20	yes	31	32	20yes3132a	f	9.33	0.1071	5.633333	0.603571414	0.6									
variable	inter	fromHOT	20	yes	31	32	20yes3132a	m			6.5	0.696428596										
variable	intra		20	no	31	17	20no3117a	f	8.67	0.1154	5.975	0.68942305	0.6									
variable	intra		20	yes	31	17	20yes3117b	f	8.71	0.1148	5.9	0.677049158	0.7									
variable	intra		20	yes	31	17	20yes3117a	f	8.89	0.1125	6.15	0.691874991	0.9									
variable	intra		20	yes	31	17	20yes3117a	m			6.75	0.759374991										
variable	intra		20	yes	31	17	20yes3117b	m			6.85	0.786065548										
variable	intra		20	no	31	19	20no3119a	f	9.38	0.1067	5.75	0.613333333	0.8									
variable	intra		20	no	31	19	20no3119a	m			6.4	0.682666667										
variable	intra		20	yes	31	19	20yes3119b	f	9.83	0.1017	5.4	0.549152561	0.6									
variable	intra		20	yes	31	19	20yes3119a	f	9.63	0.1039	5.2	0.54025974	0.8									
variable	intra		20	yes	31	19	20yes3119a	m			5.8	0.602597403										
variable	intra		20	yes	31	19	20yes3119b	m			5.95	0.605084766										
variable	intra		20	no	31	22	20no3122a	f	9.50	0.1053			0.6									
variable	intra		20	yes	31	22	20yes3122b	f	9.50	0.1053	6	0.631578947	0.4									
variable	intra		20	yes	31	22	20yes3122a	f	9.56	0.1047	6	0.627906948	0.9									
variable	intra		20	yes	31	22	20yes3122b	m			6	0.631578947										
variable	intra		20	yes	31	22	20yes3122a	m			6.5	0.680232527										
variable	intra		20	no	31	23	20no3123a	f	8.67	0.1154	5.5	0.63461536	0.6									
variable	intra		20	no	31	23	20no3123a	m			5.55	0.640384591										
variable	intra		20	yes	31	23	20yes3123a	f	8.60	0.1163	5.7	0.662790698	0.5									
variable	intra		20	yes	31	23	20yes3123b	f	8.86	0.1129	6.25	0.70564515	0.7									
variable	intra		20	yes	31	23	20yes3123b	m			5.85	0.66048386										
variable	intra		20	yes	31	23	20yes3123a	m			6.4	0.744186047										
variable	intra		20	no	31	24	20no3124a	f	9.75	0.1026			0.8									
variable	intra		20	no	31	24	20no3124a	m			6.8	0.697435897										
variable	intra		20	yes	31	24	20yes3124a	f	9.71	0.1029	6.3	0.648529393	0.7									
variable	intra		20	yes	31	24	20yes3124b	f	8.91	0.1122	6.2	0.69591836	1									
variable	intra		20	yes	31	24	20yes3124a	m			6.95	0.715441155										
variable	intra		20	yes	31	24	20yes3124b	m			6.75	0.757653053										
constant	cold		20	no	34	9	20no349a	f					0.1									
constant	cold		20	yes	34	9	20yes349a	f					0.1									
constant	cold		20	yes	34	9	20yes349b	f					0.1									
constant	cold		20	no	34	10	20no3410a	f					0.1									
constant	cold		20	yes	34	10	20yes3410a	f					0.1									
constant	cold		20	yes	34	10	20yes3410b	f					0.1									
constant	cold		20	yes	34	10	20yes3410c	f					0.1									
constant	cold		20	yes	34	11	20yes3411b	f					0.1									
constant	cold		20	yes	34	11	20yes3411c	f					0.1									
constant	cold		20	yes	34	11	20yes3411a	f	9.00	0.1111			0.1									
constant	cold		20	no	34	12	20no3412a	f					0.1									
constant	cold		20	yes	34	12	20yes3412a	f					0.1									
constant	cold		20	yes	34	12	20yes3412b	f					0.1									
constant	cold		20	no	34	14	20no3414a	f					0.1									
constant	cold		20	yes	34	14	20yes3414a	f					0.1									
constant	cold		20	yes	34	14	20yes3414b	f					0.1									
constant	cold		20	yes	34	15	20yes3415b	f					0.1									
constant	cold		20	yes	34	15	20yes3415a	f	9.00	0.1111			0.1									
constant	cold		20	yes	34	16	20yes3416b	f					0.1									
constant	cold		20	yes	34	16	20yes3416a	f					0.2									
constant	hot		20	no	34	1	20no341a	f	9.00	0.1111	5.2	0.577777778	0.3									
constant	hot		20	no	34	1	20no341b	f	9.00	0.1111	5.45	0.605555556	0.3									
constant	hot		20	no	34	1	20no341c	f	9.00	0.1111	5.8	0.644444444	0.3									
constant	hot		20	yes	34	1	20yes341a	f					0.1									
constant	hot		20	yes	34	1	20yes341b	f					0.1									
constant	hot		20	yes	34	1	20yes341c	f					0.1									
constant	hot		20	no	34	2	20no342c	f			5.4		0.1									
constant	hot		20	no	34	2	20no342b	f	10.00	0.1000	4.9	0.49	0.1									
constant	hot		20	no	34	2	20no342d	f					0.1									
constant	hot		20	no	34	2	20no342f	f					0.1									
constant	hot		20	no	34	2	20no342e	f	9.00	0.1111			0.1									
constant	hot		20	no	34	2	20no342a	f	9.00	0.1111	5.5	0.611111111	0.2									
constant	hot		20	yes	34	2	20yes342a	f	9.00	0.1111	5.7	0.633333333	0.1									
constant	hot		20	yes	34	2	20yes342c	f					0.1									
constant	hot		20	yes	34	2	20yes342b	f	9.00	0.1111			0.1									
constant	hot		20	no	34	3	20no343b	f	9.00	0.1111			0.1									
constant	hot		20	no	34	3	20no343a	f	9.50	0.1053	5.05	0.531578947	0.2									
constant	hot		20	yes	34	3	20yes343a	f	9.00	0.1111	5.5	0.611111111	0.1									
constant	hot		20	yes	34	3	20yes343c	f					0.1									
constant	hot		20	yes	34	3	20yes343b	f	9.00	0.1111			0.1									
constant	hot		20	yes	34	3	20yes343b	m			5.6	0.622222222										
constant	hot		20	no	34	4	20no344a	f	9.50	0.1053	4.6	0.484210526	0.2									
constant	hot		20	no	34	4	20no344b	f	9.25	0.1081	5.35	0.578378378	0.4									
constant	hot		20	yes	34	4	20yes344a	f					0.1									
constant	hot		20	yes	34	4	20yes344b	f					0.1									
constant	hot		20	no	34	5	20no345a	f					0.1									
constant	hot		20	no	34	5	20no345c	f	8.50	0.1176	5.4	0.635294118	0.4									
constant	hot		20	yes	34	5	20yes345b	f	9.00	0.1111	5.1	0.566666667	0.1									
constant	hot		20	yes	34	5	20yes345c	f	9.00	0.1111	5.6	0.622222222	0.1									
constant	hot		20	yes	34	5	20yes345a	f	8.00	0.1250	5.6	0.7	0.1									
constant	hot		20	no	34	6	20no346a	f	9.00	0.1111			0.1									
constant	hot		20	no	34	6	20no346b	f	8.00	0.1250			0.142857143									
constant	hot		20	yes	34	6	20yes346c	f					0.1									
constant	hot		20	yes	34	6	20yes346b	f	9.00	0.1111			0.1									
constant	hot		20	yes	34	6	20yes346a	f	9.00	0.1111	5.45	0.605555556	0.2									
constant	hot		20	no	34	7	20no347b	f	10.00	0.1000			0.1									
constant	hot		20	no	34	7	20no347d	f	10.00	0.1000			0.1									
constant	hot		20	no	34	7	20no347c	f	9.00	0.1111	5.6	0.622222222	0.2									
constant	hot		20	no	34	7	20no347a	f	9.00	0.1111	5.8	0.644444444	0.3									
constant	hot		20	no	34	7	20no347d	m			5.6	0.56										
constant	hot		20	no	34	7	20no347b	m			5.9	0.59										
constant	hot		20	no	34	7	20no347a	m			5.7	0.633333333										
constant	hot		20	yes	34	7	20yes347b	f					0.1									
constant	hot		20	yes	34	7	20yes347a	f	9.00	0.1111	5.2	0.577777778	0.2									
constant	hot		20	no	34	8	20no348b	f					0.1									
constant	hot		20	no	34	8	20no348a	f	9.00	0.1111			0.1									
constant	hot		20	no	34	8	20no348a	m			5.7	0.633333333										
constant	hot		20	yes	34	8	20yes348b	f					0.1									
constant	hot		20	yes	34	8	20yes348c	f			5.4		0.2									
constant	hot		20	yes	34	8	20yes348a	f	9.00	0.1111	5.133333	0.570370333	0.3									
variable	inter	fromCOLD	20	no	34	25	20no3425a	f					0.1									
variable	inter	fromCOLD	20	yes	34	25	20yes3425a	f	9.00	0.1111	4.9	0.544444444	0.4									
variable	inter	fromCOLD	20	yes	34	25	20yes3425a	m			5.45	0.605555556										
variable	inter	fromHOT	20	no	34	26	20no3426a	f					0.1									
variable	inter	fromHOT	20	yes	34	27	20yes3427a	f					0.1									
variable	inter	fromCOLD	20	no	34	28	20no3428a	f					0.1									
variable	inter	fromCOLD	20	yes	34	28	20yes3428a	f					0.1									
variable	inter	fromHOT	20	no	34	29	20no3429a	f					0.1									
variable	inter	fromHOT	20	yes	34	29	20yes3429a	f					0.1									
variable	inter	fromHOT	20	yes	34	29	20yes3429b	f					0.1									
variable	inter	fromCOLD	20	no	34	30	20no3430a	f					0.1									
variable	inter	fromCOLD	20	no	34	31	20no3431a	f					0.1									
variable	inter	fromCOLD	20	yes	34	31	20yes3431a	f					0.1									
variable	inter	fromCOLD	20	yes	34	31	20yes3431b	f					0.1									
variable	inter	fromHOT	20	no	34	32	20no3432a	f					0.1									
variable	inter	fromHOT	20	yes	34	32	20yes3432a	f					0.1									
variable	inter	fromHOT	20	yes	34	32	20yes3432b	f					0.1									
variable	intra		20	no	34	17	20no3417a	f					0.1									
variable	intra		20	no	34	17	20no3417b	f					0.1									
variable	intra		20	yes	34	17	20yes3417a	f					0.3									
variable	intra		20	yes	34	17	20yes3417b	f			5.366667		0.4									
variable	intra		20	no	34	19	20no3419a	f					0.1									
variable	intra		20	yes	34	19	20yes3419b	f					0.1									
variable	intra		20	yes	34	19	20yes3419c	f					0.1									
variable	intra		20	yes	34	19	20yes3419d	f					0.1									
variable	intra		20	yes	34	19	20yes3419e	f	10.00	0.1000			0.1									
variable	intra		20	yes	34	19	20yes3419a	f					0.3									
variable	intra		20	no	34	22	20no3422a	f					0.1									
variable	intra		20	no	34	22	20no3422b	f					0.1									
variable	intra		20	yes	34	22	20yes3422a	f					0.2									
variable	intra		20	yes	34	22	20yes3422b	f					0.2									
variable	intra		20	no	34	23	20no3423a	f					0.1									
variable	intra		20	yes	34	23	20yes3423d	f	9.00	0.1111	5	0.555555556	0.1									
variable	intra		20	yes	34	23	20yes3423b	f	9.00	0.1111	5.4	0.6	0.2									
variable	intra		20	yes	34	23	20yes3423a	f					0.2									
variable	intra		20	yes	34	23	20yes3423c	f	10.00	0.1000			0.2									
variable	intra		20	no	34	24	20no3424a	f					0.1									
variable	intra		20	yes	34	24	20yes3424b	f	9.00	0.1111	5.4	0.6	0.1									
variable	intra		20	yes	34	24	20yes3424a	f					0.2									
